codigo,disciplina,turma,horario,local,docente,tipo_componente,modalidade_educacao,unidade_responsavel,codigo_componente,nome_componente,pre_requisitos,co_requisitos,equivalencias,excluir_avaliacao,matriculavel_online,horario_flexivel,permite_multiplas_aprovacoes,quantidade_avaliacoes,ementa,carga_horaria_total
02,FGA0120 - PRÁTICA DE ELETROMAGNETISMO,GERARDO ANTONIO IDROBO PIZO (30h),"3T45
											


		

											Terça-feira 16:00 às 17:50",,80,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0120,PRÁTICA DE ELETROMAGNETISMO,( ( IFD0171 E MAT0027 ) ),( FGA0119 ),Nenhuma,Não,Sim,Não,Não,1,"Está prevista a realização de 5 experiências de simulação mais 5 experiências práticas. Cada experiência abordará os seguintes temas:Experiência[1]	Eletrostática: Lei de Coulomb, Distribuições contínuas de cargasExperiência[2]	Campos eletrostáticos, Lei de Gauss, Potencial elétrico, Capacitância, Dielétricos, Energia elétricaExperiência[3]	Magnetostática: Corrente elétrica, Condutividade elétrica, Campo magnético, Lei de Biot-SavartExperiência[4]	Lei de Ampère, Força magnética, Lei da indução de Faraday. Experiência[5]          Eletrodinâmica: Equações de Maxwell, Equação da continuidade, Ondas eletromagnéticas, Propagação de ondas eletromagnéticas em meios materiais.",Não informado
03,FGA0120 - PRÁTICA DE ELETROMAGNETISMO,GERARDO ANTONIO IDROBO PIZO (30h),"6M5  6T1
											


		

											Sexta-feira 12:00 às 13:50",,80,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0120,PRÁTICA DE ELETROMAGNETISMO,( ( IFD0171 E MAT0027 ) ),( FGA0119 ),Nenhuma,Não,Sim,Não,Não,1,"Está prevista a realização de 5 experiências de simulação mais 5 experiências práticas. Cada experiência abordará os seguintes temas:Experiência[1]	Eletrostática: Lei de Coulomb, Distribuições contínuas de cargasExperiência[2]	Campos eletrostáticos, Lei de Gauss, Potencial elétrico, Capacitância, Dielétricos, Energia elétricaExperiência[3]	Magnetostática: Corrente elétrica, Condutividade elétrica, Campo magnético, Lei de Biot-SavartExperiência[4]	Lei de Ampère, Força magnética, Lei da indução de Faraday. Experiência[5]          Eletrodinâmica: Equações de Maxwell, Equação da continuidade, Ondas eletromagnéticas, Propagação de ondas eletromagnéticas em meios materiais.",Não informado
01,FGA0121 - TÓPICOS ESPECIAIS 4 EM ENGENHARIA AEROESPACIAL,"RAFAEL CASTILHO FARIA MENDES (30h)
										
										
										THIAGO FELIPPE KURUDEZ CORDEIRO (30h)","46M12
											


		

											Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50",,45,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,TÓPICOS ESPECIAIS 4 EM ENGENHARIA AEROESPACIAL,-,-,Nenhuma,Não,Sim,Não,Sim,1,A definir,Não informado
01,FGA0122 - EFICIÊNCIA ENERGÉTICA EM INSTALAÇÕES ELÉTRICAS INDUSTRIAIS,LOANA NUNES VELASCO (60h),"46T45
											


		

											Quarta-feira 16:00 às 17:50Sexta-feira 16:00 às 17:50",,20,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,EFICIÊNCIA ENERGÉTICA EM INSTALAÇÕES ELÉTRICAS INDUSTRIAIS,( ( FGA0086 E FGA0087 ) ),-,Nenhuma,Não,Sim,Não,Não,1,1. Diagnóstico Energético2. Medição e Verificação3. Estudos Luminotécnicos4. Estudos Termoenergéticos5. Etiquetagem6. Eficiência Energética: Conceitos e Legislação,Não informado
01,FGA0124 - PROJETO DE ALGORITMOS,MAURICIO SERRANO (60h),"26M34
											


		

											Segunda-feira 10:00 às 11:50Sexta-feira 10:00 às 11:50",,130,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0124,PROJETO DE ALGORITMOS,( ( FGA0147 ) OU ( FGA0146 ) ),-,Nenhuma,Não,Sim,Não,Não,1,- Complexidade Computacional- Máquinas de Turing- Problemas NP e NP-Completos- Algoritmos avançados em grafos- Algoritmos gulosos- Dividir para conquistar- Programação Dinâmica- Aplicações,Não informado
01,FGA0131 - ENGENHARIA DE SOFTWARE AUTOMOTIVO,EVANDRO LEONARDO SILVA TEIXEIRA (60h),"24T45
											


		

											Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50",,20,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,ENGENHARIA DE SOFTWARE AUTOMOTIVO,( ( CIC0004 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"1.	Introdução 2.	Sistemas automotivos 3.	Conceitos básicos para desenvolvimento de sistemas. 4.	Introdução ao padrão OSEK-VDX (ISO 17356). 5.	Confiabilidade, segurança, monitoramento e diagnóstico automotivo. 6.	Processo de desenvolvimento de software automotivo.7.	Introdução ao projeto baseado em modelos.",Não informado
01,FGA0132 - INSTRUMENTAÇÃO ELETRÔNICA PARA ENGENHARIA,CLAUDIA PATRICIA OCHOA DIAZ (60h),"35M34
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,45,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,INSTRUMENTAÇÃO ELETRÔNICA PARA ENGENHARIA,( ( FGA0068 E FGA0070 ) OU ( FGA0217 ) OU ( FGA0226 ) ),-,FGA0218 (INSTRUMENTAÇÃO ELETRÔNICA),Não,Sim,Não,Não,1,,Não informado
01,FGA0133 - ENGENHARIA ECONÔMICA,PAULA MEYER SOARES (60h),"35T45
											


		

											Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50",,160,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,ENGENHARIA ECONÔMICA,-,-,Nenhuma,Não,Sim,Não,Não,1,"O ambiente econômico. Relações preço-demanda e custo-volume. Lei da oferta e da procura. Diagrama de break-even.  Relações entre juros e pagamentos.  Valor e depreciação. Pay back. Engenharia financeira. Elementos de custo de um projeto.  Métodos de análise de projetos: taxa mínima de atratividade, valor presente líquido. Engenharia do valor, Eficiência físico-econômica e processos de Engenharia. Risco, incerteza e sensibilidade. A questão ambiental. Principais determinantes socioeconômicos e tecnológicos da demanda de energia nos setores consumidores. Desagregação da demanda de energia por usos finais. Métodos de análise do consumo de energia. Análise econômica de produção e geração de energia.",Não informado
02,FGA0133 - ENGENHARIA ECONÔMICA,GLAUCENY CIRNE DE MEDEIROS (60h),"46T45
											


		

											Quarta-feira 16:00 às 17:50Sexta-feira 16:00 às 17:50",,130,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,ENGENHARIA ECONÔMICA,-,-,Nenhuma,Não,Sim,Não,Não,1,"O ambiente econômico. Relações preço-demanda e custo-volume. Lei da oferta e da procura. Diagrama de break-even.  Relações entre juros e pagamentos.  Valor e depreciação. Pay back. Engenharia financeira. Elementos de custo de um projeto.  Métodos de análise de projetos: taxa mínima de atratividade, valor presente líquido. Engenharia do valor, Eficiência físico-econômica e processos de Engenharia. Risco, incerteza e sensibilidade. A questão ambiental. Principais determinantes socioeconômicos e tecnológicos da demanda de energia nos setores consumidores. Desagregação da demanda de energia por usos finais. Métodos de análise do consumo de energia. Análise econômica de produção e geração de energia.",Não informado
01,FGA0137 - SISTEMAS DE BANCO DE DADOS 1,MAURICIO SERRANO (60h),"26M12
											


		

											Segunda-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50",,80,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0137,SISTEMAS DE BANCO DE DADOS 1,( ( FGA0159 ) OU ( FGA0108 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"Conceitos de sistemas de banco de dadosSistema Gerenciador de Banco de DadosModelagem de dados: modelagem conceitual e modelo relacional (modelagem lógica)Banco de dados relacional: restrições de integridade e álgebra relacionalLinguagem SQL (Structured Query Language)Projeto de banco de dados relacional: dependências funcionais, formas normais e implementação físicaProcessamento de transações",Não informado
02,FGA0137 - SISTEMAS DE BANCO DE DADOS 1,GLAUCO VITOR PEDROSA (60h),"35M34
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,80,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0137,SISTEMAS DE BANCO DE DADOS 1,( ( FGA0159 ) OU ( FGA0108 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"Conceitos de sistemas de banco de dadosSistema Gerenciador de Banco de DadosModelagem de dados: modelagem conceitual e modelo relacional (modelagem lógica)Banco de dados relacional: restrições de integridade e álgebra relacionalLinguagem SQL (Structured Query Language)Projeto de banco de dados relacional: dependências funcionais, formas normais e implementação físicaProcessamento de transações",Não informado
03,FGA0137 - SISTEMAS DE BANCO DE DADOS 1,GLAUCO VITOR PEDROSA (60h),"35T23
											


		

											Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50",,80,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0137,SISTEMAS DE BANCO DE DADOS 1,( ( FGA0159 ) OU ( FGA0108 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"Conceitos de sistemas de banco de dadosSistema Gerenciador de Banco de DadosModelagem de dados: modelagem conceitual e modelo relacional (modelagem lógica)Banco de dados relacional: restrições de integridade e álgebra relacionalLinguagem SQL (Structured Query Language)Projeto de banco de dados relacional: dependências funcionais, formas normais e implementação físicaProcessamento de transações",Não informado
01,FGA0141 - GESTÃO AMBIENTAL NO SETOR ENERGÉTICO,MARIA VITORIA DUARTE FERRARI (60h),"46M34
											


		

											Quarta-feira 10:00 às 11:50Sexta-feira 10:00 às 11:50",,45,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,GESTÃO AMBIENTAL NO SETOR ENERGÉTICO,( ( FGA0302 E FGA0307 ) OU ( FGA0161 E FGA0184 ) ),-,FGA0140 (GESTÃO AMBIENTAL PARA ENGENHARIA),Não,Sim,Não,Não,1,"- O problema ambiental e o desenvolvimento sustentável: a evolução histórica e política da questão ambiental no Brasil.- Gestão ambiental: conceitos, histórico e paradigma- Instrumentos de gestão ambiental- Instrumentos de gestão ambiental- Estudo de caso.",Não informado
01,FGA0142 - FUNDAMENTOS DE ARQUITETURA DE COMPUTADORES,TIAGO ALVES DA FONSECA (60h),"26M12
											


		

											Segunda-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50",,120,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,FUNDAMENTOS DE ARQUITETURA DE COMPUTADORES,( ( ENE0277 ) OU ( FGA0071 E FGA0073 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"Histórico Arquiteturas RISC X CISC Aritmética computacionalPipeline unidade de controle barramentosIntrodução à Programação em linguagem de montagem caminho de dados de um processador RISCHierarquia de memória: modos de endereçamento, memória virtual, memória cache.",Não informado
02,FGA0142 - FUNDAMENTOS DE ARQUITETURA DE COMPUTADORES,TIAGO ALVES DA FONSECA (60h),"24M34
											


		

											Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50",,80,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,FUNDAMENTOS DE ARQUITETURA DE COMPUTADORES,( ( ENE0277 ) OU ( FGA0071 E FGA0073 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"Histórico Arquiteturas RISC X CISC Aritmética computacionalPipeline unidade de controle barramentosIntrodução à Programação em linguagem de montagem caminho de dados de um processador RISCHierarquia de memória: modos de endereçamento, memória virtual, memória cache.",Não informado
01,FGA0146 - ESTRUTURAS DE DADOS 1,NILTON CORREIA DA SILVA (60h),"35M34
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,89,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,ESTRUTURAS DE DADOS 1,( CIC0004 ),-,"FGA0145 (ESTRUTURAS DE DADOS E ALGORITMOS), FGA0147 (ESTRUTURA DE DADOS E ALGORITMOS)",Não,Sim,Não,Não,1,- Recursividade- Ponteiros e alocação dinâmica de memória- Estruturas lineares. Arrays. Listas. Filas. Pilhas- Introdução à Complexidade computacional e notação Big-O- Algoritmos de busca- Algoritmos de ordenação O(nˆ2)- Algoritmos em árvores binárias- Organização de arquivos- Aplicações.,Não informado
02,FGA0146 - ESTRUTURAS DE DADOS 1,JOHN LENON CARDOSO GARDENGHI (60h),"35M34
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,130,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,ESTRUTURAS DE DADOS 1,( CIC0004 ),-,"FGA0145 (ESTRUTURAS DE DADOS E ALGORITMOS), FGA0147 (ESTRUTURA DE DADOS E ALGORITMOS)",Não,Sim,Não,Não,1,- Recursividade- Ponteiros e alocação dinâmica de memória- Estruturas lineares. Arrays. Listas. Filas. Pilhas- Introdução à Complexidade computacional e notação Big-O- Algoritmos de busca- Algoritmos de ordenação O(nˆ2)- Algoritmos em árvores binárias- Organização de arquivos- Aplicações.,Não informado
01,FGA0148 - ENGENHARIA DE SEGURANÇA DO TRABALHO,MARIA ALZIRA DE ARAUJO NUNES (30h),"2M34
											


		

											Segunda-feira 10:00 às 11:50",,70,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0148,ENGENHARIA DE SEGURANÇA DO TRABALHO,-,-,Nenhuma,Não,Sim,Não,Não,1,1. Introdução: Interligação entre as varias engenharias e a engenharia de seguranca do trabalho 2. Legislação 3. Organização da área SSST 4. Acidente de trabalho e acidente de trajeto  5. Doenças profissionais e doenças do trabalho 6. Comunicação e treinamento 7. Normalização-NRs 8. Riscos profissionais: avaliação e controle 9. Ergonomia 10. Outros assuntos em seguranca e higiente do trabalho.,Não informado
02,FGA0148 - ENGENHARIA DE SEGURANÇA DO TRABALHO,MARIA ALZIRA DE ARAUJO NUNES (30h),"2M12
											


		

											Segunda-feira 08:00 às 09:50",,120,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0148,ENGENHARIA DE SEGURANÇA DO TRABALHO,-,-,Nenhuma,Não,Sim,Não,Não,1,1. Introdução: Interligação entre as varias engenharias e a engenharia de seguranca do trabalho 2. Legislação 3. Organização da área SSST 4. Acidente de trabalho e acidente de trajeto  5. Doenças profissionais e doenças do trabalho 6. Comunicação e treinamento 7. Normalização-NRs 8. Riscos profissionais: avaliação e controle 9. Ergonomia 10. Outros assuntos em seguranca e higiente do trabalho.,Não informado
01,FGA0152 - ERGONOMIA DO PRODUTO,MATEUS RODRIGUES MIRANDA (60h),"46M12
											


		

											Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50",,15,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,ERGONOMIA DO PRODUTO,( ( FGA0155 ) ),-,FGA0151 (ERGONOMIA DO PRODUTO),Não,Sim,Não,Não,1,"Antropometria e dimensionamento do posto de trabalho Biomecânica, aspectos da postura e movimentos do corpo, esforço físico Aspectos sensoriais e cognição, concepção de dispositivos de informação Fatores ambientais no trabalho e o espaço de trabalho Projeto com ênfase em Conforto Ergonomia e Design de produtos Package Automotivo e Normas Técnicas Living Space (adequação dos espaços de interior) Concepção de assentos Concepção de dispositivos de informação aplicados aos veículos automotores Concepção de dispositivos de comando Concepção de interior de um veículo Aspectos visuais na condução de veículos automotores Validação de projeto de interior – CAD 3D e mock up experimental.",Não informado
01,FGA0154 - MECANICA DOS SÓLIDOS 1 PARA ENGENHARIA,GLAUCENY CIRNE DE MEDEIROS (60h),"46T23
											


		

											Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50",,60,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0154,MECANICA DOS SÓLIDOS 1 PARA ENGENHARIA,( ( IFD0171 ) ),-,Nenhuma,Não,Sim,Não,Não,1,Equilíbrio dos corpos rígidos Análise estrutural Tensões e deformações Deformação por esforço axial Geometria das massas.,Não informado
02,FGA0154 - MECANICA DOS SÓLIDOS 1 PARA ENGENHARIA,SUZANA MOREIRA AVILA (60h),"35M34
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,80,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0154,MECANICA DOS SÓLIDOS 1 PARA ENGENHARIA,( ( IFD0171 ) ),-,Nenhuma,Não,Sim,Não,Não,1,Equilíbrio dos corpos rígidos Análise estrutural Tensões e deformações Deformação por esforço axial Geometria das massas.,Não informado
03,FGA0154 - MECANICA DOS SÓLIDOS 1 PARA ENGENHARIA,SERGIO HENRIQUE DA SILVA CARNEIRO (60h),"35M12
											


		

											Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50",,80,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0154,MECANICA DOS SÓLIDOS 1 PARA ENGENHARIA,( ( IFD0171 ) ),-,Nenhuma,Não,Sim,Não,Não,1,Equilíbrio dos corpos rígidos Análise estrutural Tensões e deformações Deformação por esforço axial Geometria das massas.,Não informado
01,FGA0155 - INTRODUÇÃO AO DESIGN E CONCEPÇÃO DE VEÍCULOS,ENEIDA GONZALEZ VALDES (60h),"46T23
											


		

											Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50",,48,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,INTRODUÇÃO AO DESIGN E CONCEPÇÃO DE VEÍCULOS,( ( FGA0168 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"1-Introdução ao Curso 2-Técnicas de desenho e ilustração- Sketches manuais e digitais 3-História do Design Automotivo-Evolução Tecnológica, Economia e Sociedade 3- Ergonomia do Produto-Introdução à Ergonomia/Projeto de ""Hard Points"" e função dos sistemas/Conforto e Segurança 4- Design de Interiores-Relação com o usuário final/Materiais (Color &Trim)/Tendências de Mercado5- Mock-Up Eletrônico-Modelagem de um produto/Integração de sistemas/Apresentação final de produto 6-Laboratório da Forma.",Não informado
01,FGA0156 - COMBUSTÍVEIS E BIOCOMBUSTÍVEIS,JULIANA PETROCCHI RODRIGUES (60h),"46T23
											


		

											Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50",,20,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,COMBUSTÍVEIS E BIOCOMBUSTÍVEIS,( FGA0104 ),-,FGA0330 (COMBUSTÍVEIS E BIOCOMBUSTÍVEIS),Não,Sim,Não,Não,1,- Combustíveis fósseis- Energia renovável- Biodiesel- Bioetanol- Células combustíveis- Contexto macroeconômico dos biocombustíveis,Não informado
01,FGA0157 - PROBABILIDADE E ESTATÍSTICA APLICADO A ENGENHARIA,MARILIA MIRANDA FORTE GOMES (60h),"46T23
											


		

											Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50",,130,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0157,PROBABILIDADE E ESTATÍSTICA APLICADO A ENGENHARIA,( ( MAT0025 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"Conceitos e noções fundamentais. Variáveis aleatórias. Distribuições das Variáveis aleatórias. Intervalo de confiança. Teste de hipóteses. Erros do Tipo I/II. Medidas descritivas (medidas de tendência central, medidas separatrizes, medidas de dispersão, medidas de assimetria, medidas de curtose). Testes de aderência de distribuições teóricas a dados empíricos (Chi-quadrado e kolmogorov-Smirnov). Correlação. Teoria da Confiabilidade Estrutural.",Não informado
02,FGA0157 - PROBABILIDADE E ESTATÍSTICA APLICADO A ENGENHARIA,RODRIGO ANDRES MIRANDA CERDA (60h),"24M34
											


		

											Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50",,130,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0157,PROBABILIDADE E ESTATÍSTICA APLICADO A ENGENHARIA,( ( MAT0025 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"Conceitos e noções fundamentais. Variáveis aleatórias. Distribuições das Variáveis aleatórias. Intervalo de confiança. Teste de hipóteses. Erros do Tipo I/II. Medidas descritivas (medidas de tendência central, medidas separatrizes, medidas de dispersão, medidas de assimetria, medidas de curtose). Testes de aderência de distribuições teóricas a dados empíricos (Chi-quadrado e kolmogorov-Smirnov). Correlação. Teoria da Confiabilidade Estrutural.",Não informado
01,FGA0158 - ORIENTAÇÃO A OBJETOS,ANDRE LUIZ PERON MARTINS LANNA (60h),"24T23
											


		

											Segunda-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50",,49,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0158,ORIENTAÇÃO A OBJETOS,( ( CIC0004 ) OU ( CIC0007 ) ),-,Nenhuma,Não,Sim,Não,Não,1,Conceitos básicos em orientação a objetos.Modelagem orientada a objeto.Programação orientada a objetos.,Não informado
02,FGA0158 - ORIENTAÇÃO A OBJETOS,HENRIQUE GOMES DE MOURA (60h),"46T23
											


		

											Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50",,80,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0158,ORIENTAÇÃO A OBJETOS,( ( CIC0004 ) OU ( CIC0007 ) ),-,Nenhuma,Não,Sim,Não,Não,1,Conceitos básicos em orientação a objetos.Modelagem orientada a objeto.Programação orientada a objetos.,Não informado
03,FGA0158 - ORIENTAÇÃO A OBJETOS,HENRIQUE GOMES DE MOURA (60h),"35M5  35T1
											


		

											Terça-feira 12:00 às 13:50Quinta-feira 12:00 às 13:50",,80,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0158,ORIENTAÇÃO A OBJETOS,( ( CIC0004 ) OU ( CIC0007 ) ),-,Nenhuma,Não,Sim,Não,Não,1,Conceitos básicos em orientação a objetos.Modelagem orientada a objeto.Programação orientada a objetos.,Não informado
06,FGA0158 - ORIENTAÇÃO A OBJETOS,LUCAS URSULINO BOAVENTURA (60h),"24M5  24T1
											


		

											Segunda-feira 12:00 às 13:50Quarta-feira 12:00 às 13:50",,80,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0158,ORIENTAÇÃO A OBJETOS,( ( CIC0004 ) OU ( CIC0007 ) ),-,Nenhuma,Não,Sim,Não,Não,1,Conceitos básicos em orientação a objetos.Modelagem orientada a objeto.Programação orientada a objetos.,Não informado
01,FGA0160 - MÉTODOS NUMÉRICOS PARA ENGENHARIA,MANUEL NASCIMENTO DIAS BARCELOS JUNIOR (60h),"35M5  35T1
											


		

											Terça-feira 12:00 às 13:50Quinta-feira 12:00 às 13:50",,60,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0160,MÉTODOS NUMÉRICOS PARA ENGENHARIA,( ( MAT0026 ) ),-,Nenhuma,Não,Sim,Não,Não,1,Fontes de erros em métodos numéricosZeros reais de funções reaisResolução de sistemas linearesInterpolaçãoAjuste de curvas pelo método dos quadrados mínimosIntegração numéricaSoluções numéricas de EDOMétodo das diferenças finitas,Não informado
02,FGA0160 - MÉTODOS NUMÉRICOS PARA ENGENHARIA,RODRIGO ANDRES MIRANDA CERDA (60h),"24M5  24T1
											


		

											Segunda-feira 12:00 às 13:50Quarta-feira 12:00 às 13:50",,125,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0160,MÉTODOS NUMÉRICOS PARA ENGENHARIA,( ( MAT0026 ) ),-,Nenhuma,Não,Sim,Não,Não,1,Fontes de erros em métodos numéricosZeros reais de funções reaisResolução de sistemas linearesInterpolaçãoAjuste de curvas pelo método dos quadrados mínimosIntegração numéricaSoluções numéricas de EDOMétodo das diferenças finitas,Não informado
03,FGA0160 - MÉTODOS NUMÉRICOS PARA ENGENHARIA,LINDOMAR BOMFIM DE CARVALHO DE JESUS (60h),"24M34
											


		

											Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50",,45,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0160,MÉTODOS NUMÉRICOS PARA ENGENHARIA,( ( MAT0026 ) ),-,Nenhuma,Não,Sim,Não,Não,1,Fontes de erros em métodos numéricosZeros reais de funções reaisResolução de sistemas linearesInterpolaçãoAjuste de curvas pelo método dos quadrados mínimosIntegração numéricaSoluções numéricas de EDOMétodo das diferenças finitas,Não informado
